Name,ID,Has Block,Mod,Class
minecraft:gold_nugget,371,false,minecraft,net.minecraft.item.Item
minecraft:nether_wart,372,false,minecraft,net.minecraft.item.ItemSeeds
minecraft:potion,373,false,minecraft,net.minecraft.item.ItemPotion
minecraft:glass_bottle,374,false,minecraft,net.minecraft.item.ItemGlassBottle
minecraft:spider_eye,375,false,minecraft,net.minecraft.item.ItemFood
minecraft:fermented_spider_eye,376,false,minecraft,net.minecraft.item.Item
minecraft:blaze_powder,377,false,minecraft,net.minecraft.item.Item
minecraft:magma_cream,378,false,minecraft,net.minecraft.item.Item
minecraft:brewing_stand,379,false,minecraft,net.minecraft.item.ItemReed
minecraft:cauldron,380,false,minecraft,net.minecraft.item.ItemReed
minecraft:ender_eye,381,false,minecraft,net.minecraft.item.ItemEnderEye
minecraft:speckled_melon,382,false,minecraft,net.minecraft.item.Item
minecraft:spawn_egg,383,false,minecraft,net.minecraft.item.ItemMonsterPlacer
minecraft:experience_bottle,384,false,minecraft,net.minecraft.item.ItemExpBottle
minecraft:fire_charge,385,false,minecraft,net.minecraft.item.ItemFireball
minecraft:writable_book,386,false,minecraft,net.minecraft.item.ItemWritableBook
minecraft:written_book,387,false,minecraft,net.minecraft.item.ItemEditableBook
minecraft:emerald,388,false,minecraft,net.minecraft.item.Item
minecraft:item_frame,389,false,minecraft,net.minecraft.item.ItemHangingEntity
minecraft:flower_pot,390,false,minecraft,net.minecraft.item.ItemReed
minecraft:carrot,391,false,minecraft,net.minecraft.item.ItemSeedFood
minecraft:potato,392,false,minecraft,net.minecraft.item.ItemSeedFood
minecraft:baked_potato,393,false,minecraft,net.minecraft.item.ItemFood
minecraft:poisonous_potato,394,false,minecraft,net.minecraft.item.ItemFood
minecraft:map,395,false,minecraft,net.minecraft.item.ItemEmptyMap
minecraft:golden_carrot,396,false,minecraft,net.minecraft.item.ItemFood
minecraft:skull,397,false,minecraft,net.minecraft.item.ItemSkull
minecraft:carrot_on_a_stick,398,false,minecraft,net.minecraft.item.ItemCarrotOnAStick
minecraft:nether_star,399,false,minecraft,net.minecraft.item.ItemSimpleFoiled
minecraft:pumpkin_pie,400,false,minecraft,net.minecraft.item.ItemFood
minecraft:fireworks,401,false,minecraft,net.minecraft.item.ItemFirework
minecraft:firework_charge,402,false,minecraft,net.minecraft.item.ItemFireworkCharge
minecraft:enchanted_book,403,false,minecraft,net.minecraft.item.ItemEnchantedBook
minecraft:comparator,404,false,minecraft,net.minecraft.item.ItemReed
minecraft:netherbrick,405,false,minecraft,net.minecraft.item.Item
minecraft:quartz,406,false,minecraft,net.minecraft.item.Item
minecraft:tnt_minecart,407,false,minecraft,net.minecraft.item.ItemMinecart
minecraft:hopper_minecart,408,false,minecraft,net.minecraft.item.ItemMinecart
terrafirmacraft:WallRawIgEx,409,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallRawSed,410,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallRawMM,411,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallBrickIgIn,412,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallBrickIgEx,413,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallBrickSed,414,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallBrickMM,415,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallSmoothIgIn,416,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
minecraft:iron_horse_armor,417,false,minecraft,net.minecraft.item.Item
minecraft:golden_horse_armor,418,false,minecraft,net.minecraft.item.Item
minecraft:diamond_horse_armor,419,false,minecraft,net.minecraft.item.Item
minecraft:lead,420,false,minecraft,net.minecraft.item.ItemLead
minecraft:name_tag,421,false,minecraft,net.minecraft.item.ItemNameTag
minecraft:command_block_minecart,422,false,minecraft,net.minecraft.item.ItemMinecart
terrafirmacraft:WallSmoothIgEx,423,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallSmoothSed,424,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:WallSmoothMM,425,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemStone
terrafirmacraft:SaltWater,426,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:SaltWaterStationary,427,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:FreshWater,428,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:FreshWaterStationary,429,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:HotWater,430,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:HotWaterStationary,431,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Lava,432,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:LavaStationary,433,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Ice,434,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:SeaGrassStill,435,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:FireBrick,436,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:MetalSheet,437,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorOak,438,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorAspen,439,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorBirch,440,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorChestnut,441,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorDouglasFir,442,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorHickory,443,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorMaple,444,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorAsh,445,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorPine,446,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorSequoia,447,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorSpruce,448,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorSycamore,449,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorWhiteCedar,450,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorWhiteElm,451,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorWillow,452,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorKapok,453,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:DoorAcacia,454,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:IngotPile,455,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Barrel,456,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemBarrels
terrafirmacraft:Loom,457,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemLooms
terrafirmacraft:Moss,458,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Flora,459,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFlora
terrafirmacraft:ClayPottery,460,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Thatch,461,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:Crucible,462,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemCrucible
terrafirmacraft:NestBox,463,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:Fence,464,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFence
terrafirmacraft:Fence2,465,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFence2
terrafirmacraft:FenceGate,466,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFenceGate
terrafirmacraft:FenceGate2,467,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFenceGate2
terrafirmacraft:StrawHideBed,468,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:ArmourStand,469,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemArmourStand
terrafirmacraft:ArmourStand2,470,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemArmourStand2
terrafirmacraft:BerryBush,471,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemBerryBush
terrafirmacraft:Crops,472,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:LilyPad,473,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemCustomLilyPad
terrafirmacraft:Flowers,474,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFlowers
terrafirmacraft:Flowers2,475,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFlowers2
terrafirmacraft:Fungi,476,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemFungi
terrafirmacraft:Bookshelf,477,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:Torch,478,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTorch
terrafirmacraft:Chest TFC,479,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemChest
terrafirmacraft:Workbench,480,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:Cactus,481,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:Reeds,482,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Pumpkin,483,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:LitPumpkin,484,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemTerraBlock
terrafirmacraft:ButtonWood,485,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Vine,486,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemVine
terrafirmacraft:LeatherRack,487,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Gravel,488,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemSoil
terrafirmacraft:Gravel2,489,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemSoil
terrafirmacraft:Grill,490,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemGrill
terrafirmacraft:MetalTrapDoor,491,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemMetalTrapDoor
terrafirmacraft:Vessel,492,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemLargeVessel
terrafirmacraft:Smoke,493,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:SmokeRack,494,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:Snow,495,true,terrafirmacraft,net.minecraft.item.ItemBlock
terrafirmacraft:OilLamp,496,true,terrafirmacraft,com.bioxx.tfc.Items.ItemBlocks.ItemOilLamp
terrafirmacraft:Hopper,497,true,terrafirmacraft,net.minecraft.item.ItemBlock
tfcprimitivetech:WoodenPressWet,498,true,tfcprimitivetech,tfcprimitivetech.items.ItemBlockWoodenPressWet
minecraft:record_13,2256,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_cat,2257,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_blocks,2258,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_chirp,2259,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_far,2260,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mall,2261,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mellohi,2262,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_stal,2263,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_strad,2264,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_ward,2265,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_11,2266,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_wait,2267,false,minecraft,net.minecraft.item.ItemRecord
terrafirmacraft:item.GoldPan,4096,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemGoldPan
terrafirmacraft:item.SluiceItem,4097,false,terrafirmacraft,com.bioxx.tfc.Items.ItemSluice
terrafirmacraft:item.Bismuth Bronze ProPick,4098,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Black Bronze ProPick,4099,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Black Steel ProPick,4100,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Blue Steel ProPick,4101,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Bronze ProPick,4102,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Copper ProPick,4103,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Wrought Iron ProPick,4104,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Red Steel ProPick,4105,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Steel ProPick,4106,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemProPick
terrafirmacraft:item.Bismuth Ingot,4107,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Bismuth Bronze Ingot,4108,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Black Bronze Ingot,4109,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Black Steel Ingot,4110,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Blue Steel Ingot,4111,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Brass Ingot,4112,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Bronze Ingot,4113,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Copper Ingot,4114,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Gold Ingot,4115,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Wrought Iron Ingot,4116,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Lead Ingot,4117,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Nickel Ingot,4118,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Pig Iron Ingot,4119,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Platinum Ingot,4120,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Red Steel Ingot,4121,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Rose Gold Ingot,4122,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Silver Ingot,4123,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Steel Ingot,4124,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Sterling Silver Ingot,4125,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Tin Ingot,4126,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Zinc Ingot,4127,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Bismuth Double Ingot,4128,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Bismuth Bronze Double Ingot,4129,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Black Bronze Double Ingot,4130,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Black Steel Double Ingot,4131,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Blue Steel Double Ingot,4132,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Brass Double Ingot,4133,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Bronze Double Ingot,4134,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Copper Double Ingot,4135,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Gold Double Ingot,4136,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Wrought Iron Double Ingot,4137,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Lead Double Ingot,4138,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Nickel Double Ingot,4139,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Pig Iron Double Ingot,4140,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Platinum Double Ingot,4141,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Red Steel Double Ingot,4142,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Rose Gold Double Ingot,4143,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Silver Double Ingot,4144,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Steel Double Ingot,4145,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Sterling Silver Double Ingot,4146,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Tin Double Ingot,4147,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Zinc Double Ingot,4148,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Ruby,4149,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Sapphire,4150,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Emerald,4151,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Topaz,4152,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Tourmaline,4153,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Jade,4154,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Beryl,4155,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Agate,4156,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Opal,4157,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Garnet,4158,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Jasper,4159,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Amethyst,4160,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.Diamond,4161,false,terrafirmacraft,com.bioxx.tfc.Items.ItemGem
terrafirmacraft:item.IgIn Stone Shovel,4162,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.IgIn Stone Axe,4163,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.IgIn Stone Hoe,4164,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Sed Stone Shovel,4165,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Sed Stone Axe,4166,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Sed Stone Hoe,4167,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.IgEx Stone Shovel,4168,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.IgEx Stone Axe,4169,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.IgEx Stone Hoe,4170,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.MM Stone Shovel,4171,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.MM Stone Axe,4172,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.MM Stone Hoe,4173,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Bismuth Bronze Pick,4174,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Bismuth Bronze Shovel,4175,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Bismuth Bronze Axe,4176,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Bismuth Bronze Hoe,4177,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Black Bronze Pick,4178,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Black Bronze Shovel,4179,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Black Bronze Axe,4180,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Black Bronze Hoe,4181,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Black Steel Pick,4182,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Black Steel Shovel,4183,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Black Steel Axe,4184,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Black Steel Hoe,4185,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Blue Steel Pick,4186,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Blue Steel Shovel,4187,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Blue Steel Axe,4188,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Blue Steel Hoe,4189,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Bronze Pick,4190,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Bronze Shovel,4191,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Bronze Axe,4192,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Bronze Hoe,4193,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Copper Pick,4194,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Copper Shovel,4195,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Copper Axe,4196,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Copper Hoe,4197,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Wrought Iron Pick,4198,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Wrought Iron Shovel,4199,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Wrought Iron Axe,4200,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Wrought Iron Hoe,4201,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Red Steel Pick,4202,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Red Steel Shovel,4203,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Red Steel Axe,4204,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Red Steel Hoe,4205,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Steel Pick,4206,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomPickaxe
terrafirmacraft:item.Steel Shovel,4207,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomShovel
terrafirmacraft:item.Steel Axe,4208,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomAxe
terrafirmacraft:item.Steel Hoe,4209,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomHoe
terrafirmacraft:item.Bismuth Bronze Chisel,4210,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Black Bronze Chisel,4211,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Black Steel Chisel,4212,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Blue Steel Chisel,4213,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Bronze Chisel,4214,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Copper Chisel,4215,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Wrought Iron Chisel,4216,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Red Steel Chisel,4217,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Steel Chisel,4218,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemChisel
terrafirmacraft:item.Bismuth Bronze Sword,4219,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Black Bronze Sword,4220,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Black Steel Sword,4221,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Blue Steel Sword,4222,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Bronze Sword,4223,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
